SYMBOL	lengths
IL21R-AS1	2615
C16orf54	2569
INO80E	14260
HCCAT5	4524
LINC01566	2961
PDPR2P	5608
NUDT7	4159
FBXL19-AS1	3951
ZNF843	7486
NHLRC4	4096
C16orf91	917
TMEM114	2461
PDXDC2P-NPIPB14P	9854
CLEC18C	9808
LINC00469	2716
FADS6	4361
HID1	11136
TSEN54	17283
UBALD2	2329
LINC00868	3542
TMEM235	5618
ANGPT1	12431
GPR17	7392
CCDC57	16511
HEXD	11600
LOC284009	3057
VMO1	1677
C17orf58	6184
MILR1	2486
RNF227	3203
LINC00324	2082
LINC00670	6527
CDRT4	4109
CCDC144B	14817
KANSL1	97247
CFAP97D1	4224
FAM171A2	4558
MEIOC	10071
TTLL6	9336
PICART1	2533
KRT18P55	3924
NEK8	6929
PIGW	11408
C17orf78	6232
GPR18	3758
YWHAEP7	6600
CISD3	10584
GSDMA	2731
SLC13A5	9805
TMEM102	8532
KRT42P	6754
CAVIN1	3570
FAM27E5	898
FLJ36000	3801
SLC26A11	9445
ENDOV	17189
GDPD1	5998
NDUFAF8	2835
LINC00482	2484
TMEM105	4976
LOC284191	2201
LGALS9B	3610
GPR19	6480
METRNL	12223
DLGAP1-AS5	3700
LAMA1	19743
ANKRD20A9P	6599
CYP4F35P	6111
LOC284240	8334
LOC284241	2222
KCTD1	12307
DYNAP	3224
BOD1L2	3324
LINC00907	14741
SIGLEC15	6894
ZADH2	11914
SMIM21	6243
LINC00908	10040
HMSD	2807
LINC01924	3711
SSC5D	8704
GPR20	3079
ZNF547	4652
ZIK1	13131
ZNF776	9192
ZSCAN1	3776
ZNF780A	40553
C19orf54	9215
PRR19	5240
TMEM145	5796
CXCL17	1747
LOC284344	4107
ZNF575	5325
LYPD5	8829
ZNF283	11865
PPP1R37	12037
NKPD1	4910
TPRX1	3771
MAMSTR	4363
IZUMO1	5020
EMC10	14080
LINC01869	3349
KLK9	3180
SIGLEC17P	4381
SIGLECL1	5168
ZNF615	23434
ZNF841	8935
LOC284379	2309
ACTL9	2648
OR2Z1	1755
ZNF561-AS1	9277
ZNF763	9628
ZNF844	12094
VSTM2B-DT	5516
GPR21	1571
SCGB2B2	7647
WDR62	31799
ZFP82	7301
ZNF790-AS1	15037
LOC284412	6197
VSTM1	16331
TMEM150B	2806
FAM71E2	6659
SMIM24	3035
MIR7-3HG	11454
SLC25A41	3104
MBD3L5	778
OR10H5	6376
NWD1	27443
SLC25A42	5517
LINC00663	3673
ZNF493	13295
ODF3L2	3288
MIR23AHG	38098
ZNF875	26126
TAFA3	1860
RIIAD1	2501
THEM5	1405
C1orf167	8861
GPR22	10550
OR2L13	2019
SLC9C2	6541
OR14A16	1367
CYP4A22	7174
C1orf185	2698
LINC01226	5475
LINC02806	1918
NBPF15	8842
LINC00303	3353
LEMD1-AS1	2781
LEMD1-DT	2885
LOC284581	26835
FAM41C	3594
LPAR4	8602
LOC284600	3043
FAM102B	10186
SYPL2	4235
CYB561D1	22805
ANKRD34A	4894
RUSC1-AS1	5762
LINC02800	1849
LINC01686	1376
SMG7-AS1	3245
RSPO1	4380
EPHA10	11187
LINC01777	7523
SNHG28	48466
SPATA46	2142
LINC01142	2089
ZNF326	20765
BTBD8	14507
MCHR1	5911
RIMKLA	11123
SLC25A34	3855
ESPNP	5248
C20orf204	8490
LINC00494	18198
LINC01270	19684
LINC02910	5894
MIR646HG	26356
SIRPB2	7751
LOC284788	8282
LOC284798	14911
GPR25	1198
FAM182A	9201
MIR663AHG	36988
FRG1BP	761
C20orf203	12869
LINC01697	7433
KRTAP13-4	797
LINC00323	7003
LINC00319	9684
AATBC	5757
LINC02891	2228
MIF-AS1	2952
LOC284898	3580
GPR26	10306
TTC28-AS1	57646
SEC14L4	6093
LOC284912	852
LOC284930	64873
LOC284933	5087
RPL23AP82	8099
SH2D6	11117
LOC284950	1711
NT5DC4	5002
CCDC150	16700
RNF149	6324
LINC01114	4860
ANGPT2	11843
GPR27	2642
LOC285000	715
ALKAL2	3406
CCDC141	18378
STARD7-AS1	12164
LINC01936	7499
LINC00486	15036
STPG4	2537
ANAPC1P2	2443
LINC01305	4758
RTP5	9796
FAM240C	2513
LOC285097	9451
MED15P9	2374
NKIRAS2	14249
AHCTF1P1	6821
NKIRAS1	15222
DNAJC5G	4773
CDH19	8271
DLL1	8049
ERICH2	10489
IAH1	10607
FLJ33534	8836
CYP1B1-AS1	20612
FAM126B	17546
UNC80	25699
RUFY4	8777
PLGLA	1295
RGPD4	7212
LOC285191	3398
DUSP28	7087
TUSC7	8161
SLC9A9	5190
GPER1	8038
EOGT	12588
LINC00636	2806
EPHA6	8325
DNAJB8-AS1	1798
FBXW12	4541
C3orf38	4017
HTR3E	3589
ENTPD3-AS1	7735
ZNF619	16258
ZNF621	16720
RABL3	13830
LINC00877	22910
GPR31	2734
C3orf56	1740
IGSF10	13468
C3orf33	4381
LINC00692	1694
CCDC66	16999
SLC9C1	10392
TCAIM	16258
ZNF852	8362
ZNF660	13204
KIF9-AS1	7088
PDCL3P4	720
SUMF1	6235
RPUSD3	13947
PRRT3	6318
LINC00606	6361
LINC00620	2039
DPH3	8837
C3orf70	7159
TPRG1	12451
LINC02028	26318
GPR32	1269
LINC00698	3429
ALG1L9P	15926
LINC01091	25775
IQCM	3848
DCAF4L1	4710
CYP4V2	16715
F11-AS1	3565
RPL34-DT	6591
CTBP1-AS	3886
JAKMIP1-DT	6720
DOK7	9095
LINC00955	2358
RNF212	10458
AGA-DT	2417
LINC01098	2268
GASK1B-AS1	7105
FAM13A-AS1	21236
GPRIN3	14037
COX18	10816
YIPF7	6956
FRYL	29045
RNF175	6117
SEPSECS-AS1	4438
LINC01097	4856
FAM200B	15692
STPG2	6151
C4orf54	10451
LINC01019	4405
EFCAB9	704
SH3PXD2B	8851
LOC285593	8440
FAM153A	13609
ARL10	11829
GPR33	1240
KIAA0825	15426
GPR150	2056
DTWD2	10688
RELL2	9072
NBPF22P	1824
LOC285626	6267
LINC01845	2989
LINC02159	4176
C5orf51	6943
LOC285638	5946
SLC36A3	6163
KIF4B	4387
OR2V2	4838
C5orf64	47157
RNF180	5671
SREK1IP1	9267
ZNF454	2991
C5orf60	8385
LINC02112	3220
BASP1-AS1	15608
GPR34	6498
RGMB	8952
LINC00491	7938
LINC00326	16015
PHACTR2-AS1	2742
CEP57L1	26701
PPIL6	8867
MROCKI	4694
LINC02880	3610
DCBLD1	9087
LOC285766	2446
LINC01622	15174
LY86-AS1	17567
CAGE1	7469
PACRG-AS1	12570
PRR18	3093
LOC285804	2289
HLA-F-AS1	33413
HCG22	36308
LOC285847	669
PNPLA1	6232
TREML4	2970
RPL7L1	13724
LINC02537	2263
POM121L12	1293
VSTM2A-OT1	3031
CNPY1	16761
LOC285889	10175
GPR35	8068
INTS4P1	5397
LINC00174	11574
LINC02860	3850
HOXA-AS2	4304
INHBA-AS1	14997
SPDYE1	3302
SNHG15	17598
SEPTIN7P9	2458
WEE2-AS1	21443
EPHA1-AS1	10740
TCAF2	17496
ZNF775	3411
LINC00996	2615
ATG9B	11232
DLX6-AS1	37510
ZNF789	13761
ANK1	17865
SLC26A4-AS1	9537
LSMEM1	3855
TPI1P2	2769
FLJ40288	2442
FAM86B3P	14426
XKR6	7554
NSMCE2	6353
LOC286059	2636
ZNF707	39466
LINC02878	3926
FAM83H	11874
LOC286083	6098
LINC01591	2478
MICU3	5133
GPR37	5298
ZNF252P	15371
TMED10P1	655
ZNF252P-AS1	3236
LINC02153	3083
LINC02904	12582
ZFP41	8639
SCARA5	7267
LINC02209	7563
RNF5P1	540
TRIQK	25174
DPY19L4	8760
FBXO43	5715
LOC286177	5942
LOC286178	2461
NKAIN3	28958
LINC01289	7347
LINC01299	2905
PPP1R42	4450
C8orf34-AS1	20681
LACTB2-AS1	5839
MLNR	1239
CRB2	8132
SCAI	14077
CFAP157	8374
NA	6389
SPATA31E1	4431
LINC02843	9088
LCN12	6193
PAXX	4418
TPRN	7344
LOC286297	7384
GPR39	5489
TUSC1	1476
FAM225A	11756
FAM78A	9497
LURAP1L	3422
OR13C9	957
OR13D1	945
MIR4290HG	2720
FOXD4L3	2218
FFAR1	2311
ATP11C	17117
LINC00632	64672
NLRP2B	3194
H2BW2	2359
LINC01281	3590
YIPF6	15400
CFAP47	13624
FIRRE	24966
UBE2E4P	547
TTC3P1	6081
FAM133A	6451
FFAR3	1800
MAGEB18	1812
TMSB15B	7291
P2RY8	9348
BCORP1	9767
RBMY1A3P	1404
GPR42	1804
ILDR1	4559
FFAR2	2177
STON1-GTF2A1L	6773
TRARG1	3588
GRK4	6333
LIN9	6469
TRIM59	8439
CSN1S2AP	2794
KRT6C	3220
GRK5	11933
FAM223B	1421
ANK2	128856
GRK6	7755
TRIM42	2514
GRK6P1	1711
MKNK2	13349
GPS1	14326
GPS2	21112
GPT	5197
GPX1	3612
GPX2	4153
GPX3	7617
GPX4	5217
ANK3	38896
GPX5	5118
GPX7	2102
GRB2	8064
GRB7	7382
GRB10	26609
GRB14	4659
RAPGEF1	13999
GRIA1	13521
GRIA2	16262
GRIA3	8077
GRIA4	19073
GRID1	7829
GRID2	14597
TRIB2	5557
CCDC22	3201
REM1	1660
DEXI	2919
LAMTOR2	2510
MRPS28	3992
COA3	2154
TMEM176B	3906
GRN	8839
DCPS	9320
OSTM1	5600
GIT1	10428
SLC27A6	5692
SNX24	6071
SLC6A16	6741
BZW2	7149
GRIK1	6205
C11orf54	12484
AAMDC	3837
SPCS1	7056
MRPS18B	19212
C19orf53	3302
ACAD9	30517
MRPL42	20241
TMEM14A	988
GRIK2	52899
IFT81	10219
FLVCR1	7382
TMPRSS11E	4782
RGCC	1093
MCTS1	12065
MAGEH1	1440
NOB1	3391
DBNL	22784
NTMT1	6322
GRIK3	11133
ASTE1	6076
COMMD5	8905
MACROD1	4187
HIPK2	18184
MRPL13	5483
KLF15	6514
ABR	56982
ANPEP	7095
GRIK4	10446
GRIK5	6227
SLC43A3	9615
FOXN3-AS2	1262
GRIN1	16463
ATAD2	9953
GRIN2A	49200
CPS1-IT1	2306
C16orf72	16230
GRIN2B	31976
GRIN2C	13083
FAM156A	13236
TMEM230	6733
GRIN2D	5511
WDR91	36667
ZCCHC4	6964
ZC3H7A	13463
ZBTB44	34649
GRINA	6279
CCDC113	6979
C1GALT1C1	6256
SETD2	28302
MRPL18	2378
LINC00652	13641
NDUFAF4	3482
MED4	3394
NR3C1	24935
CCDC59	5953
METTL5	4435
CHMP4A	12705
GTPBP8	7965
PHPT1	3506
BABAM1	7530
THYN1	4288
MRPL15	2572
UBE2T	2667
ARHGAP35	25981
TIMM21	7293
STXBP6	13373
LINC00339	9144
MRPL22	6826
LGALSL	4842
ORMDL2	4082
CNIH4	7994
RANGRF	4363
COMMD9	5820
SLC25A4	5594
TMEM208	6907
SSU72	8054
DROSHA	13634
DNAJC15	8257
N6AMT1	13526
CFAP20	5081
SCG3	4476
NXT1	1062
PYCARD	2528
FHOD1	10102
GRM1	20244
TBK1	32583
C6orf15	6856
TAGLN3	5505
SAP30BP	17063
MYLIP	3311
BRD7	9661
DDX25	13521
CTNNA3	29100
GRM2	11837
CLEC2D	11959
PRSS50	3477
ANKRD11	44021
LGALS13	1636
C11orf21	5561
CD274	7800
RACGAP1	9197
UHRF1	10346
GRM3	6229
GRM4	26786
GRM5	16392
GRM6	13617
GRM7	11845
GRM8	11201
CXCL1	1446
SLC25A5	1887
CXCL2	2176
CXCL3	3922
GRP	2787
PDIA3	5469
GRPR	2417
GRSF1	14131
GSC2	2625
SLC25A6	4462
GSK3A	9952
GSK3B	33413
GSN	15374
GSPT1	11276
GSR	6332
GSS	15892
GSTA1	1745
GSTA2	1221
GSTA3	1502
GSTA4	3401
GSTM1	4615
GSTM2	9821
GSTM3	9532
GSTM4	9912
GSTM5	11947
GSTP1	4577
GSTT1	7542
GSTT2	3423
GSTZ1	16276
MSH6	17990
GTF2A1	7725
GTF2A2	5235
GTF2B	3887
GTF2E1	4911
GTF2E2	2766
GTF2F1	4974
GTF2F2	3922
GTF2H1	24140
GTF2H2	28352
GTF2H3	8602
GTF2H4	22555
GTF2I	17587
GTF2IP1	11358
GTF3A	4483
BRF1	22116
GUCY1B2	5143
GTF3C1	13654
GTF3C2	10764
BLNK	8168
USP25	11316
PACSIN3	5776
TMOD4	1905
TMOD3	10216
TMOD2	14588
GUCY1A2	18353
POM121L9P	5552
CARD10	9272
ABT1	2943
GUCA1A	3935
PARVB	9534
NCAPH2	7323
CYP2S1	4456
OLA1	8347
GUCA1B	2270
UQCR10	1500
C2orf27A	18215
YPEL1	6004
GUCA2A	597
ZDHHC1	5087
ZDHHC8	8734
VPREB3	1070
REPIN1	16680
GUCA2B	604
GUCY1A1	23390
GUCY1B1	8486
GUCY2C	4671
GRHL1	11045
TFCP2L1	9695
SENP1	12547
TFPT	12996
TRPM5	4694
ICOS	2723
UBN1	14861
GUCY2F	3728
GUK1	17295
ALG5	26944
NPC1L1	6760
ANAPC2	7987
CNOT7	13465
SNX8	6836
SNX10	10629
STRN4	12840
GNL2	7693
RBM15B	6624
PSMC3IP	6092
CPSF1	19512
MYLPF	1340
TRA2A	7568
GPSM2	34755
GUSB	9255
SAC3D1	4959
FAM216A	5654
CCDC106	4752
EEF2K	16251
ST8SIA5	19425
SNX15	7278
GPR171	2015
HOOK2	14497
UBIAD1	6614
HCFC2	8477
SNX11	11073
RMC1	6830
GYG1	13153
PYCR2	7734
NME7	7875
HILPDA	2149
EPN1	19075
GMPPB	20133
GMPPA	24332
SEC61A1	8100
TIMM22	9570
ALG6	8516
GYPA	10334
PCDHB1	7973
GPR132	13189
SNX12	7526
RPA4	1560
NENF	2344
GYPB	3093
DSE	47632
PKN3	3820
PURG	7777
PADI1	18576
PNMA3	10467
ANAPC4	12084
SERTAD3	2918
DNMT3L	2384
OSGIN1	4931
IL19	6729
GYPC	4907
SERTAD1	2084
PDZRN4	14357
DPP7	5844
TRHDE	13250
POMT2	42573
CERS2	9389
SLC25A24	23098
DMGDH	5853
NRBP1	7094
GYPE	3502
MRM2	7316
PRICKLE4	10490
CDIP1	24731
STRN3	8583
LRP12	17314
PSAT1	2808
MDFIC	5992
GYS1	5184
SCHIP1	17133
A1CF	17744
UBQLN2	4242
UBQLN1	10706
GYS2	6850
DONSON	9349
NRBF2	3588
RHOD	1911
SLC39A3	6441
SLC39A2	3067
SLC2A8	6918
OBP2B	3489
GZMH	1597
PILRB	1596
OBP2A	1834
PILRA	3477
PACSIN1	11615
BAZ2B	27686
LMCD1	11300
NOP53	7633
BICRA	10405
FSCN3	4420
A2MP1	4718
ACAA1	13669
GUCY2D	4220
TNPO2	11970
ERO1A	10865
EFEMP2	13007
TBX21	3301
GZMA	896
NXPH1	5657
SH3KBP1	10000
TLX3	1534
SPANXA1	691
GZMB	3294
GZMK	1809
GZMM	1465
H1-0	2204
H1-2	731
SLC40A1	5641
RAX	6190
H1-3	776
H1-4	787
H1-5	797
ANXA1	5263
H1-6	724
H2AC8	509
H2AC7	510
H2AX	1614
H2AZ1	6600
H2BC5	1285
H2BC3	487
ANXA2	18656
H3-3A	7758
H3-3B	7759
H1-1	756
HABP2	3667
HSD17B10	7338
HAGH	9083
ANXA2P1	926
HADHA	9870
HADHB	5709
HADH	44580
HAL	8589
HARS1	28786
HAS1	4542
HAS2	4240
HAS3	8740
HBA1	1720
ANXA2P2	1020
HBA2	1688
HBM	1094
HBB	2783
HBBP1	1666
HBD	1798
HBE1	2106
HBG1	2197
HBG2	1569
HBQ1	528
ANXA2P3	1008
HBZ	1345
HCCS	4289
SERPIND1	3582
HCFC1	12394
HCK	5054
HCLS1	7879
ANXA3	7283
HCRT	577
HCRTR1	4136
HCRTR2	2625
HTT	38134
HDAC1	7037
HDAC2	19243
HDC	6767
HDGF	9200
HDLBP	30026
ANXA4	14063
HELLS	13040
NCKAP1L	12276
HEXA	45103
HEXB	6947
CFH	9946
HFE	11418
CFHR1	2952
ANXA5	5531
CFHR2	6331
HGD	4118
HUNK	9221
SOX8	7240
VSX1	5140
PLA2G2E	785
ST6GALNAC6	13587
ERVW-1	7605
ADGRE2	11162
KCNIP3	10353
KCNIP2	6619
HGF	13847
KCNIP1	7588
CXXC1	10654
HGFAC	3804
ZNF354C	5893
NT5C	7836
POLR1H	39803
CD209	11494
DNTTIP2	9659
SOCS7	22040
NRG1	52490
EHD4	8256
EHD3	4825
EHD2	6136
CTAG2	1419
PIK3R4	7525
CDR2L	3536
TAX1BP3	2462
HHEX	4770
ANXA6	8231
HIC1	12500
HIF1A	9739
HIP1	13717
UBE2K	10512
HINT1	20725
HIVEP1	17488
STOML2	2968
HIVEP2	12854
HK1	11659
HK2	6190
ACACA	46358
ANXA7	4504
HK3	4316
ZBTB48	7082
HLA-A	53753
HLA-B	32638
HLA-C	48906
HLA-DMA	41433
HLA-DMB	81610
ANXA11	11612
MNX1	5121
HLA-DOA	39669
HLA-DOB	19750
HLA-DPA1	80084
HLA-DPB1	36218
HLA-DPB2	11137
HLA-DQA1	55020
HLA-DQA2	13164
HLA-DQB1	35678
ANXA13	4113
HLA-DQB2	22799
HLA-DRA	14197
HLA-DRB1	8856
HLA-DRB3	4224
HLA-DRB4	3540
HLA-DRB5	1250
HLA-DRB6	1946
AOAH	7174
HLF	16580
HLA-E	27653
HLA-F	56565
HLA-G	23081
HLA-H	8700
HLA-J	15446
HLA-L	32593
AOC2	5119
MR1	14900
HLCS	23363
HLX	2567
HMBS	16816
HMGB1	14471
HMGB2	4282
HMGB3	4798
HMGN1	14780
HMGN2	9099
HMGCL	8007
HMGCR	19107
HMGCS1	10578
HMGCS2	3298
HMGA1	4533
AOX1	7338
HMMR	5455
HMOX1	4893
HMOX2	16826
NR4A1	20760
HMX1	5136
HMX2	1614
FOXA1	6611
APAF1	14187
FOXA2	4939
FOXA3	2461
HNF4A	20614
HNF4G	8201
ONECUT1	7569
HNMT	6584
NOP14-AS1	22917
EIF4E3	25245
FAM149B1	10842
RFESD	9115
SLC29A2	5580
VN1R2	1311
VN1R3	919
VN1R4	1555
VN1R5	1239
BPIFA4P	2315
KLHL10	3548
DHRS4L2	9888
MESTIT1	4254
POTED	7847
ADAM20P1	4055
C14orf39	4311
CCDC85C	21742
H2AC21	497
DDX51	21436
HNRNPA1	23352
NUDT2	1722
HNRNPA2B1	49307
HNRNPAB	6494
HNRNPC	23705
HNRNPD	11986
HNRNPF	8776
HNRNPH1	33670
HNRNPH2	2296
HNRNPH3	12207
APOF	1750
HNRNPK	7971
ITPK1-AS1	9402
TTC6	10408
HNRNPL	24058
TAAR6	1038
KRT73	4558
SNORD8	110
SNORD56B	71
HNRNPU	64583
TLX1	4776
TLX2	3882
HOXA1	4559
HOXA2	1686
ACACB	21044
APBA1	12267
HOXA3	10003
HOXA4	5992
HOXA5	1999
HOXA6	1803
HOXA7	2488
HOXA9	6846
HOXA10	9138
HOXA11	4806
HPCA	2705
HOXA13	5015
APBA2	20244
HOXB1	2034
HOXB2	2307
HOXB3	15695
HOXB4	2002
HOXB5	1859
HOXB6	4019
HOXB7	2369
HOXB8	2919
HOXB9	2586
APBB1	12110
HOXC4	3807
HOXC5	2693
HOXC6	5490
HOXC8	2417
HOXC9	3560
HOXC10	4212
HOXC11	5300
HOXC12	3266
HOXC13	2357
APBB2	29623
HOXD1	1886
HOXD3	6314
HOXD4	1136
HOXD8	5202
HOXD9	1871
HOXD10	3701
HOXD11	2116
HOXD12	3390
HOXD13	2416
APC	33110
HP	13688
HPCAL1	9615
HPD	3144
HPGD	12849
HPN	7966
APCS	925
HPR	3424
HPRT1	1738
HPS1	8181
AIRE	6765
HPX	6487
ZAR1	1460
ADGRE4P	4738
MT1DP	275
HRAS	10475
ERAS	826
RAB37	22944
MMAB	9121
AGFG1	12717
AGFG2	7932
HRH1	7427
APEH	7953
HRC	4872
HRG	6052
HRH2	10853
PRMT2	13538
PRMT1	8361
SERPINA9	5531
APEX1	10919
HES1	2243
HSBP1	10800
HSD3B1	4218
HSD3B2	4570
BIRC2	11778
HSD11B1	2716
HSD11B2	2671
HSD17B1	4359
HSD17B3	6438
HSD17B2	11415
HSD17B4	41261
HSF1	25004
HSF2	3087
HSF4	18632
ACADL	7162
BIRC3	14199
DNAJB2	16758
DNAJA1	2980
HSPA1A	12332
HSPA1B	19226
HSPA1L	12938
HSPA2	7897
HSPA4	6583
HSPA5	21751
XIAP	24771
HSPA6	2355
HSPA7	1927
HSPA8	14123
HSPA9	20521
HSPB1	4543
HSPB2	1735
BIRC5	8356
HSP90AA1	8749
IGSF3	11356
HSP90AB1	3617
HSPD1	13664
APLP1	7174
HSPE1	3644
DNAJB1	23914
DNAJC4	6982
HSPG2	22612
PPM1J	6334
SNAI3	1740
H3C15	1656
APLP2	16890
NDST1	11763
FOXN2	6831
HTN1	10450
HTN3	5742
APOA1	1545
HTR1A	4572
HTR1B	2568
HTR1D	3319
HTR1E	1826
HTR1F	3386
HTR2A	9903
HTR2B	2170
HTR2C	8019
HTR3A	5019
APOA2	2997
HTR4	10614
HTR5A	7193
HTR6	3800
HTR7	4794
HUS1	6018
APOA4	1471
TNC	16581
HYAL1	8720
IAPP	4987
IARS1	44284
UBAC2	8432
H2BC20P	7020
H2BP1	1133
CHSY3	4493
KRTAP7-1	721
KRTAP8-1	578
KRTAP11-1	937
KRTAP19-1	662
KRTAP13-2	882
KRTAP13-3	704
KRTAP23-1	208
KRTAP6-1	500
KRTAP6-2	313
KRTAP6-3	636
KRTAP19-2	394
KRTAP19-3	552
KRTAP19-4	342
KRTAP19-5	485
KRTAP19-6	330
KRTAP19-7	440
KRTAP20-1	275
KRTAP20-2	414
KRTAP21-1	414
KRTAP21-2	466
KRTAP22-1	296
KRTAP20-3	273
APOB	16726
LINC00524	1727
LINC00226	1052
LINC00221	4262
ST7-OT4	2761
FAM151A	2737
IBSP	1573
ICA1	10670
ICAM1	4543
NLRP9	3873
NLRP10	12093
NLRP14	3813
S100A7A	5053
GPIHBP1	2257
CLEC4D	2200
IFNE	1475
RAB7B	9278
H2BP2	4801
TAS2R60	1914
ICAM2	7225
SNORD109A	578
SNORD109B	67
SNORD115-1	82
BLACE	2456
ANO9	11642
HCAR2	2065
ICAM3	8870
FFAR4	4666
KCNK18	1155
ANKRD30BP3	4676
LINC00705	5260
ST8SIA6	8710
DUSP29	1798
ICAM4	3856
LUZP2	18606
KRTAP5-AS1	12043
KCNQ1-AS1	2168
CENATAC	15720
TMEM225	1518
OR8D4	2904
VSIG10L2	6329
OR5F1	945
OR5AP2	951
ANKRD13D	12940
LOC338694	990
ANKRD42	13067
B4GALNT4	5270
CSTF3-DT	4549
OR52L1	1094
OR2AG2	8090
ATP2B1-AS1	3632
C1QL4	2073
TMEM119	4290
KRT79	3783
LINC02370	2009
LINC01089	10923
TAFA2	15589
LINC01252	8627
LINC00550	3751
LINC00347	6255
C1QTNF9	1893
RNASE10	1172
VSX2	3018
TMEM202	2269
LOC338963	4863
APOBEC1	941
WHAMMP3	8270
PKD1P1	28890
LOC339059	4037
PRSS53	9809
RAB43	10518
JMJD8	12465
CIBAR2	2604
LOC339166	1821
TMEM95	4718
METTL2A	9377
CCDC144NL	6651
FMNL1-DT	6745
ASB16-AS1	7997
C17orf67	2678
ENPP7	3798
OXLD1	6015
CCDC137	4934
ARL16	10573
KRT17P2	6202
NOS2P3	3751
LOC339260	6368
LINC02693	51836
MSL1	16555
LINC00667	78731
LRRC30	923
LOC339298	6350
CPLX4	3794
ZNF181	12708
ZNF260	14751
ZNF546	34586
MYPOP	1896
NANOS2	1565
ADAMTSL5	5825
CLEC4G	2825
LINGO4	2644
IRF8	8287
FLG-AS1	25378
RXFP4	1450
ANKRD45	5525
LINC01343	2789
C1orf174	11184
KLHL17	5602
TMEM240	2578
TMEM52	4110
LINC02796	1382
BRINP3	4146
MTMR9LP	5579
ZBTB8OS	6645
TFAP2E	9745
ZNF678	18206
PRSS38	1267
LINC01141	6837
CCDC190	5571
LINC01140	15460
LINC02774	2194
LINC01139	7220
ARMH1	8554
ZFP69	5031
LINC01734	1518
LOC339593	3984
MRPL58	1604
LINC01692	4066
SLC35E4	6696
LOC339666	1888
TEX33	2011
SMIM45	1510
LOC339685	4364
ID1	2216
FAM201B	597
SPOPL	7189
MAP3K20-AS1	3332
CYP27C1	9762
MROH2A	7246
ESPNL	12257
FAM166C	3311
PRR30	3395
LINC00298	5767
LINC00299	18793
ID2	3915
LOC339803	4453
C2orf74	4327
LINC02579	2775
LINC01115	19666
CCDC39	19578
IHO1	8292
KY	12182
LOC339862	432
NUDT16-DT	8368
APRG1	21981
LINC00880	3915
GADL1	7737
ID3	4930
PRSS42P	2162
EHHADH-AS1	1916
LPP-AS2	2852
H1-10-AS1	4575
CCDC158	7750
TMPRSS11A	5779
LOC339975	2114
TRIML1	2684
LRRC66	6402
LINC02260	2216
NAT8L	6056
LINC02481	1821
ACADM	42170
ID4	3873
LINC02433	2552
SLC6A19	7172
PRR7-AS1	2207
STING1	51546
FAM170A	2540
LINC02900	2651
SLC25A48-AS1	2141
ARSI	5014
LOC340090	2321
LINC01020	11168
H3Y2	1110
LINC02239	2290
LINC02120	2315
ANKRD34B	4105
SLC35D3	2343
ZC3H12D	7220
MYLK4	10278
DPPA5	659
IFITM4P	2945
CLPSL1	867
TREML1	2419
TREML3P	1075
ZNF680	6732
UNCX	2091
COL28A1	8579
ABCB5	9697
FAM221A	8943
FAM183BP	1595
CTAGE6	5216
TSPAN33	4885
AGBL3	8623
LOC340357	3812
KLHL38	5136
NRBP2	17303
ZNF517	11835
WDR97	17818
TMEM249	8198
RSPO2	7505
POTEA	2637
ZDHHC21	9424
ACER2	2773
GAS2L1P2	2262
LOC340512	2781
LINC01501	11189
RTL5	4339
NHSL2	21888
PABPC1L2A	2237
NEXMIF	28438
BEX5	1641
TCEAL5	1046
MORF4L2-AS1	2086
VSIG1	4239
ZC3H12B	8739
SATL1	11826
DCAF12L2	2791
LINC02243	961
CA5BP1	3820
LHFPL1	2188
EZHIP	1896
FAM41AY1	1796
LIPM	1511
CYP26C1	6531
VWA2	8403
NANOS1	5125
LRIT2	3056
HMX3	2847
AKR1C8P	2758
MALRD1	8424
EBLN1	1208
OR52B6	1008
OTOG	11984
APOC1	2715
DCDC1	17473
C11orf53	2776
LOC341056	1024
MS4A10	2311
OR2AT4	18819
HEPHL1	5809
OR10A2	5390
OVCH2	2499
SMCO2	2631
OVCH1	4174
SYT10	6089
ACSM4	2708
ANKRD33	9835
OR6C2	2105
OR6C4	5506
H1-7	1300
OR8S1	939
IDE	46576
FREM2	16275
NEK5	10952
IDH1	8566
OR6S1	996
IDH2	3855
SLC35F4	6775
LRRC9	6539
IDH3A	15580
COX8C	1075
APOC1P1	2103
IDH3B	5909
GLDN	15562
GOLGA6A	4368
IDH3G	6173
TMC3	7380
ZNF774	9526
FMN1	34757
IDI1	7931
IDS	21002
C16orf96	4017
ZKSCAN2	11575
ATXN1L	9471
PKD1L3	5623
IDUA	7310
CD300E	4073
SMTNL2	2962
NACA2	799
KRT27	1799
CFI	7012
SLFN14	9214
LRRC37A11P	9770
STAC2	4947
IFI16	9842
ANKRD62	6839
VSTM2B	1488
ZNF850	15348
NCCRP1	1975
SYCN	576
IFI27	14020
LEUTX	2525
ZNF404	3693
ZNF284	7799
C19orf81	1397
ZNF677	10212
RFPL4A	1035
ZSCAN5B	2798
ZSCAN22	4654
NANOS3	4513
PALM3	9848
AQP8	1387
IFI35	4022
RD3	4082
LOC343052	660
AADACL4	2027
PRAMEF5	7015
HNRNPCL1	2242
PRAMEF9	8054
PRAMEF10	3050
CCDC18	7633
SP110	13503
OR6F1	3801
OR14K1	945
OR2W3	945
OR2T8	2422
OR2T3	2922
MYBPHL	2202
IFIT2	20412
